anime_id,anime_title,anime_english_title,anime_japanese_title,anime_synonyms
31403,Colosseum no Senki: Another Story,,闘技場〈コロシアム〉の戦姫～another story～,Tougijou no Senki: Another Story
2863,21-ji no Onna: Newscaster Katsuragi Miki,,21時の女～ニュースキャスター桂木美紀～,"Nine O'clock Woman, 9 o'clock Woman"
9326,Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,,指先案内人 汁だく接待 おかわり三杯目,
4541,Vicious,Vicious,ヴィシャス,
1770,Unbalance (Sibling Secret: She's the Twisted Sister),Sibling Secret: She's the Twisted Sister,アンバランス,
5565,Spiral Over,,スパイラル・オーヴァ,
2957,Okusama wa Mahoutsukai (Enspelled),Enspelled,奥様は魔法使い,Oku-sama wa Mahou Tsukai
9599,Miyazaki Maya Daizukan,,宮崎摩耶大図鑑,
3034,Kurai Mirai (Dark Future),Dark Future,クライミライ,
3529,Kowaremono II (Kowaremono - Fragile Hearts),Kowaremono - Fragile Hearts,こわれもの II,"Sex Machine, Kowaremono - Heaven, Slave Doll 2"
8654,I☆Can,,あい☆きゃん,"I Can, Ai☆Kyan Joukan"
1513,Kaette Kita Court no Naka no Tenshi-tachi (Angels in the Court 2),Angels in the Court 2,帰ってきたコートの中の天使達,
2185,Words Worth Gaiden,,ワーズ・ワース外伝,Words Worth: Outer Story
28519,Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara,,のせわすれ ～女教師中善寺綾乃の淫鬱なこれから～,Nosewasure The Animation: Female Teacher Chuuzenji Ayano's Upcoming Sexual Frustrations
6120,Mitama: Nin,,御魂～忍～,"Mitama Shinobi, Mi Tamashii: Nin"
10325,Kyuuketsuki,,吸尻鬼,
2376,Shusaku Liberty,,臭作 ～Ｌｉｂｅｒｔｙ～,"Shusaku the Letch, Shusaku the Letch: Liberty"
2327,Kyouhaku: Owaranai Ashita (The Blackmail: Tomorrow Never Ends),The Blackmail: Tomorrow Never Ends,脅迫～終わらない明日～,
10575,Naisho no Wakana-san,,ナイショの若菜さん,
3543,Kiss yori... (A Heat for All Seasons),A Heat for All Seasons,KISSより…,
3560,Karen,Karen,カレン,
11815,Ijou Chitai: Jikken Dorei,,異常痴態 実験奴隷,
2540,Tonari no Oneesan (Girl Next Door),Girl Next Door,となりのお姉さん,"Tonari no Onee-san, Miss Next Door"
3046,Shiroki Tenshi-tachi no Rondo (Hardcore Hospital),Hardcore Hospital,白き天使達の輪舞,Ring of White Angels
23475,Saimin Jutsu Zero Special,,催眠術ZERO,Love Triangle
2532,Onna Kyoushi Yumi no Houkago (Hot for Teacher),Hot for Teacher,女教師・裕美の放課後,
9939,Kunoichi Sakuya,,くのいち・咲夜,
3628,Ingoku Byoutou (Rxxx: Prescription for Pain),Rxxx: Prescription for Pain,淫獄病棟,Obscene Prison Ward
2343,Choujin Densetsu Urotsukidouji: Mirai-hen,Urotsukidoji III: Return of the Overfiend,超神伝説うろつき童子 未来篇,Choujin Densetsu Urotsukidouji 3
4489,Septem Charm Magical Kanan: SP Summer Camp,,Septem Charm まじかるカナン SP どきどき♥サマーキャンプ!,"Magical Kanan: Dokidoki Summer Camp, Magical Canan, Septem Charm Summer Camp, Septem Charm Magical Kanan: SP Summer Camp"
220,Kuro no Danshou (Mystery of the Necronomicon),Mystery of the Necronomicon,黒の断章,
2434,Kijoku: Princess Double Kari (Slutty-Princess Diaries),Slutty-Princess Diaries,姫辱 -プリンセスダブル狩り-,
7611,Issho ni Ecchi,,いっしょにエッチ,Isshoni Ecchi
4730,Inyoku Tokkyuu Zetsurinou (Hentai Express),Hentai Express,淫欲特急ゼツリンオー,Inyoku Tokkyu Zetu-Rinoh
35891,Implicity,,Implicity,
7612,Haha Sange (Step MILF),Step MILF,義母散華,
3250,Daishikkin Helena (Elfen Laid),Elfen Laid,大失禁へレナ,
1512,Court no Naka no Tenshi-tachi (Angels in the Court),Angels in the Court,コートの中の天使達,
2145,Black Gate: Kanin no Gakuen,,ブラックゲート 姦淫の学園,
3379,Mikagura Tanteidan,,御神楽探偵団,"Mikagura Tanteidan - Katsudou Shashin, Mikagura Detective Agency"
1038,Mizuiro,,みずいろ,Mizuiro OVA 1
32484,A-Size Classmate,,Aサイズ クラスメイト,
6422,Cartagra: Tsuki Gurui no Yamai,,カルタグラ ツキ狂イノ病,"Cartagra: Disease of Moon Confusion, Karutagura ~Tsuki Kyou Ino Byou~"
9327,Seme♥Chichi,,せめ♥ちち,
5411,Suika: Manatsu no Okurimono,,水夏 ~SUIKA~「真夏の贈り物」,"Suika Special, Wet Summer Days Special"
17371,Natsuyasumi.,,ナツヤスミ.,Summer Vacation
3378,Leatherman,Leatherman,レザーマン,Sexbomb
1782,Hyakki (Hyakki: The Secret of Devil's Island),Hyakki: The Secret of Devil's Island,百鬼,
3439,Darcrows,DARCROWS,Darcrows,
2380,Tokubetsu Jugyou 2 (Private Sessions 2),Private Sessions 2,特別授業２,
1763,Midnight Panther,,ミッドナイトパンサー,
4824,Isourou Tengoku,Isourou Tengoku,居候天国,
2439,Hooligan,,フーリガン,"Hooligan: Quest for the Seven Holy Dildos, Hurigan"
34895,Zutto Suki Datta,,ずっと好きだった,
4608,Yuuwaku Countdown: Akira (Countdown: Akira Complex),Countdown: Akira Complex,誘惑 COUNT DOWN 鏡 AKIRA,"Yuuwaku Count Down Kagami Akira, Akira Saga"
2209,V.G.Neo The Animation (Variable Geo Neo),Variable Geo Neo,V.G.NEO THE ANIMATION,Variable Geo Neo: The Animation
2838,Toushin Toshi II (Tournament of the Gods: Title Match),Tournament of the Gods: Title Match,闘神都市Ⅱ,Toshin Toshi 2
10101,Shoujo Senki Brain Jacker,,少女戦機 ブレインジャッカー,
36254,Jukujo Shigan,,熟女志願,
2007,Dousou Kai Again,,同窓会again,Class Reunion Again
3711,After... The Animation,,After... THE ANIMATION,
2755,Cleopatra (Cleopatra: Queen of Sex),Cleopatra: Queen of Sex,クレオパトラ,
35573,Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no Desu ga... Anime Edition,,妻が温泉でサークル仲間の肉便器になったのですが... Anime Edition,
3982,Kairaku Satsujin Chousakan Kouji (Demon Warrior Koji),Demon Warrior Koji,快楽殺人調査官 コージ,Koji le guerrier démon
828,Jinshin Yuugi (Love Lessons),Love Lessons,人心遊戯,"Jinsin, Jinshin Yugi"
5399,Internal Medicine,,羞中恥療室,Shuuchuu Chiryou Shitsu
4378,Hininden: Gauss,,緋忍伝-呀宇種（ガウス）,"Hininden Gauss, Hininden Gausu, Hininden-Gausu"
4355,Tsuukin Kairaku: Chikan de Go!!,,通勤快楽 痴漢でGO!!,"Kaihouku: Chikan Harem, Pervs on a Train"
3681,Tokyo Requiem,Tokyo Requiem,東京鎮魂歌,
4799,Mune Kyun! Heartful Cafe (Heartful Cafe),Heartful Cafe,胸キュン!はぁとふるCafe,
4379,Inmu: Ikenie no Utage (Inmu: Feast of Victims),Inmu: Feast of Victims,淫夢~生贄の宴~,
19635,Hontou ni Atta,,本当にあった,
9434,Fighting of Ecstasy,,ファイティング オブ エクスタシー,
692,Dousou Kai (Yesterday Once More),Yesterday Once More,同窓会,Class Reunion: Yesterday Once More
2872,Asgaldh: The Distortion Testament (F-Force),F-Force,アスガルド～歪曲のテスタメント～,
4558,Yukiyo Ichiya Monogatari (Snow Night Stories),Snow Night Stories,雪夜一夜物語,"Yuki Yoru Ichiya Monogatari, Inyoku Emaki Yuki Yo ni Hime wa Okasareru"
3729,True Blue: Gaiden,True Blue: Gaiden,トゥルー ブルー 外伝,
1702,Yoru ga Kuru! (Square Of The Moon: The Night Is Coming!),Square Of The Moon: The Night Is Coming!,夜が来る!,Yoru ga Kuru! Square of the Moon
5522,Juuninin no Onna Kyoushi (Dirty by the Dozen),Dirty by the Dozen,十二人の女教師,"12 Female Teachers, Juuninin no Jukyoushi, Juuninin no Jokyoushi"
2412,Cambrian,,カンブリアン,
5191,Trouble Evocation,,とらぶるＥＶＯＣＡＴＩＯＮ,Evocation
1353,The Urotsuki,,THE UROTSUKI,Urotsukidoji New Saga
4340,Tower of Etruria,Tower of Etruria,タワー オブ エトルリア,
2956,Shin-ban Megami Tantei Vinus File (The Venus Files),The Venus Files,真版女神探偵 VINUS FILE,"Detective Goddess, Megami Tantei"
5665,Shin Ruri-iro no Yuki,,真・瑠璃色の雪,Shin Ruriiro no Yuki
2368,Ryouki no Ori: Dai 2 Shou (The Bizarre Cage),The Bizarre Cage,猟奇の檻～第2章～,
3411,Haitoku no Shoujo (Family of Debauchery),Family of Debauchery,背徳の少女,Immoral Girls
4852,Onna Kyoushi Nijuusan-sai,,女教師 二十三歳,23 year old Female Teacher
30658,Gakuen no Ikenie: Nagusami Mono to Kashita Kyonyuu Furyou Shoujo,,学園の生贄――慰み者と化した巨乳不良少女～白濁に侵される褐色&堕肉の狂宴～ THE ANIMATION,Gakuen no Ikenie: Nagusami Mono to Kashita Kyonyuu Furyou Shoujo - The Animation
1834,Dragon Knight 4 (Dragon Knight: Wheel of Time),Dragon Knight: Wheel of Time,ドラゴンナイト４,Dragon Knight 4-ever
5439,Ooedo Forty Eight,,大江戸四十八手[ふぉうてぃえいと],"Ooedo Shijuu Hachite, Ooedo Shijuuhatte"
8275,Kanin Tokkyuu Michishio,,姦淫特急 満潮,Kan'in Tokkyuu: Michi Shio
3569,Injuu Seisen: Twin Angels (Twin Angels (1)),Twin Angels (1),淫獣聖戦 ツインエンジェル,Seisen Twin Angels
1791,Ai Doll (Love Doll),Love Doll,哀・奴隷 （あい・どーる）,
1383,Yuuwaku Countdown (Countdown Conjoined),Countdown Conjoined,誘惑 COUNT DOWN,Countdown Continued
3951,Shimai Ijiri (Slave Sisters),Slave Sisters,姉妹いじり,
3526,Mahou Shoujo Meruru (Magic Woman M),Magic Woman M,魔法少女メルル,Magical Girl Meruru
5664,Keibiin,,警備員,
5173,Jokutsuma (Humiliated Wives),Humiliated Wives,辱妻,
3908,Injuu Kyoushi (Angel Of Darkness),Angel Of Darkness,淫獣教師,
3551,Dragon Rider,Dragon Rider,ドラゴン・ライダー,
4350,Megami Kyouju (Legend of the Wolf Woman),Legend of the Wolf Woman,女狼狂濡,Woman Wolf Mania
4820,Be-yond (Beyond),Beyond,ビ・ヨンド,
3534,Seijuuden: Twin Dolls (Twin Dolls),Twin Dolls,聖獣伝 ツインドールズ,
23761,Konna ni Yasashiku Sareta no,,こんなに優しくされたの,
4803,Kawarazaki-ke no Ichizoku 2,Kawarazaki-ke no Ichizoku 2,河原崎家の一族2,
5590,Itoshi no Kotodama,,愛しの言霊,
3586,Isaku,,遺作,
5890,Inko (The Sleazy Family (2)),The Sleazy Family (2),淫娘 ~いんこ~,
3580,Ijoku (Medical Humiliation),Medical Humiliation,医辱,
3558,Doukyuusei (OVA): Natsu no Owari ni (End of Summer),End of Summer,同級生 夏の終わりに,"Dokyusei, Doukyuusei, Classmates"
1386,Blood Royale,,ブラッドロイヤル,Blood Royale Princesses
3645,Yunyun☆Paradise,,ゆんゆん☆パラダイス,
35726,Swamp Stamp Anime Edition,,SWAMP STAMP Anime Edition,
5408,Princess Holiday: Korogaru Ringo Tei Senya Ichiya,,Princess Holiday ～転がるりんご亭千夜一夜～,
11469,BaBuKa: Gokudou no Tsuma,,BaBuKa -極道の妻-,
4603,Kibun Kibun,,気分きぶん,
7110,Shounen Maid Kuuro-kun: Tenshi no Uta,,少年メイドクーロ君 ~天使の歌~,"Shounen Maid Curo-kun: Tenshi no Uta, Shounen Maid Kuro-kun, Anime Syonen Meido Curo-kun: Tenshi no Uta"
9325,Shin Seiki Cream Lemon,,新世紀くりいむレモン,"New-century Cream Lemon, New Century Cream Lemon, Shinseiki Cream Lemon"
3922,Reiju Gakuen (Xtra Credit),Xtra Credit,隷従学園,Slavery Academy
5403,Jii Tousaku,,自慰倒錯,"Jii Tousaku: Koukishin, Jii Tousaku Koukishin, Jii Tousaku II: Hametsu e no Kairaku, Jii Tousaku II ~Hamestu e no Kairaku~"
2788,Stratosphera no Yousei (Nymphs of the Stratosphere),Nymphs of the Stratosphere,ストラトスフェラの妖精,Stratosphere no Yosei
5614,Shikkaku Ishi,,失格医師,
5049,Onmyouji: Youen Emaki,,陰陽師 ～妖艶絵巻～,
34758,Momoiro Bouenkyou Anime Edition,,桃色望遠鏡 Anime Edition,
2610,Kakyuusei (First Loves),First Loves,下級生,My Petty Class Student
4775,Lunatic Night,,ルナティックナイト,
2340,Gedou Gakuen (Nightmare Campus),Nightmare Campus,外道学園,"Gendou Gakuen, Heretical Campus"
3556,Soukan Rensa (Secret Sex Stories),Secret Sex Stories,相姦連鎖,
10552,Akebi no Hana: Maho,,山姫の花 真穂,Yama Hime no Hana
1788,Yuuguu Settai: Kotou no Gokuraku e Youkoso (Fruits Cup),Fruits Cup,優遇接待～孤島の極楽へようこそ～,Yugu Settai
2588,Sinkan (T&A Teacher),T&A Teacher,SINKAN シンカン,
2444,Maids in Dream,Maids in Dream,メイド イン ドリーム,
1595,Inma Daitoshi: Beast City (Beast City),Beast City,淫魔大都市 BEAST CITY,Sex Demon Metropolis
3384,Mi-da-ra (Secret Desires),Secret Desires,Mi・da・ra,Midara
3920,Mahou Senshi Sweet Knights: Heroine Ryoujoku Shirei,,魔法戦士スイートナイツ 〜ヒロイン凌辱指令〜,
3454,Kowaremono (Slave Doll - Maid to Order),Slave Doll - Maid to Order,こわれもの,Fragile Hearts
3921,Kamyla,,カミイラ,
3334,Jokuana (Horny Ladies And The News),Horny Ladies And The News,辱アナ,
4400,Inmu 2 (Inmu 2: Flesh Dreams),Inmu 2: Flesh Dreams,淫夢2,"Inmu 2: Chijoku no Kaniku Matsuri, Inmu 2: Houkou no Niku Dorei"
19523,Fuurinkanzan,,風輪奸山,
1404,Flutter of Birds: Tori-tachi no Habataki (Virgin Touch),Virgin Touch,flutter of birds～鳥達の羽ばたき～,Flutter of Birds
4868,Blind Night,,ブラインドナイト,
2721,Reinou Tantei Miko (Phantom Hunter Miko),Phantom Hunter Miko,霊能探偵ミコ,
2348,Shitai wo Arau The Animation,,肢体を洗う THE ANIMATION,
12239,Manyuu Hikenchou Picture Drama,,魔乳秘剣帖 ピクチャードラマ,Manyuu Hikenchou: Kaede no Chifusa-sama Oppai Seichou Kiroku
4813,Lolita Anime,Lolita Anime,ロリータアニメ,Wonder Magazine Series
3428,Injuu vs. Onna Spy (Spy of Darkness),Spy of Darkness,淫獣VS女スパイ,
5613,Ningyou no Yakata,,人形の館,Dollhouse
4498,Ikenie,,聖贄 (いけにえ),Sins of the Flesh
5401,Mahou Shoujo Sae,,魔法少女沙枝,
4561,Zoku Gosenzo San'e,,続・御先祖賛江,Masquerade 2
3211,Otenki Oneesan (Weather Report Girl),Weather Report Girl,お天気お姉さん,"Otenki Onesan, Otenki One-san, Otenki Onee-san"
2541,Dokusen (Submission Central),Submission Central,独占,Monopoly
3140,Ryoujoku no Machi: Kyouen no Ceremony (City of Sin),City of Sin,凌辱の都市 ～狂宴のセレモニー～,
5556,Moonlight Sonata,,ムーンライトソナタ,
2208,Flutter of Birds II: Tenshi-tachi no Tsubasa,,flutter of birds II 天使たちの翼,Flutter of Birds 2
3953,DNA Hunter,DNA Hunter,DNAハンター,
4825,Tenkousei,,転校生,Transfer Student
9375,Netorare: Tanabe Yuuka no Dokuhaku,,ネトラレ ～田辺優香の独白～,
33515,Misuzu: Ikenai Koto,,misuzu -イケナイコト-,
3040,Bakuhatsu Sunzen!! Tenshi no Countdown (Countdown to Delight),Countdown to Delight,爆発寸前!! 天使のカウントダウン,"Baku Hatsu, Kitty Pleasure Pack #2 (1)"
5612,Terra Story (TriAngle),TriAngle,テラストーリー,
2344,Choujin Densetsu Urotsukidouji: Inferno Road,Urotsukidoji IV: Inferno Road,超神伝説うろつき童子 放浪篇[インフェルノ·ロード],Choujin Densetsu Urotsukidouji 4: Inferno Road
4638,Milkyway,,Milkyway,
7265,Kara no Shoujo,,殻ノ少女,
5674,Ashita no Yukinojou (Tomorrow's Yukinojou),Tomorrow's Yukinojou,あしたの雪之丞,Ashita no Yukinojou I
5645,Castle Fantasia: Seima Taisen,,キャッスルファンタジア ～聖魔大戦～,
3583,Endless Serenade,,エンドレス セレナーデ,
4717,Chijoku Kankin,,恥辱監禁 ～堕ちた天使たち～,
10764,Buta Himesama,,豚姫様,
2946,Angel Core: Tenshi-tachi no Sumika (Angel Core),Angel Core,ANGEL CORE エンゼル・コア～天使たちの住処～,
2959,Utsukushiki Sei no Dendoushi Reirei (Rei Rei),Rei Rei,美しき性の伝道師　麗々,"Rei Rei - Missionary of Love, Rei Rei - The Sensual Evangelist"
9486,Ikusa Otome Valkyrie Specials,,戦乙女ヴァルキリー,
4606,Tsuki Kagerou,,月陽炎,
2374,Shusaku,,臭作,Syuusaku
9211,Shikatte Ingo: Misaki Shunin no Buka Kyouiku-hen,Scold with Dirty Words,叱って淫語 三咲主任の部下教育編,
5606,Ryoujoku Joshi Gakuen,,凌辱女子学園,
30817,Netoraserare,,ネトラセラレ,
3976,Mamahaha (The Duchess of Busty Mounds),The Duchess of Busty Mounds,継母,
4840,M.E.M.: Yogosareta Junketsu (M.E.M.: Lost Virginity),M.E.M.: Lost Virginity,M.E.M.～汚された純潔～,
3380,Hana Dorei,,華・奴隷,"Pretty Slave, Pretty Slave Huanuli, Slaves to Passion, Flower Slave"
2326,Nankyoku 28 Gou (Mail Order Maiden 28),Mail Order Maiden 28,南極28号,"Mail Order Maiden 28: The Dutch Wife, Nanjin 28"
24743,Yakin Byoutou Specials,,夜勤病棟 特別実験記録集,"NSN Specials, Night Shift Nurses Specials, Yakin Byoutou Episode 5.5 and 10.5"
3587,Isaku: Respect,,遺作 ～Respect～,
2070,Guy: Youma Kakusei (Guy: Double Target),Guy: Double Target,ガイ 妖魔覚醒,
2218,Fujimi 2-choume Koukyougakudan,,富士見二丁目交響楽団,"Fujimi 2-choume Kokyogakudan, Fujimi 2-chome Symphony Orchestra, Fujimi Block No. 2 Symphony Orchestra"
4842,Doukyuusei 2 (OVA) (End of Summer 2),End of Summer 2,同級生2,Classmates 2
3649,Bishoujo Comic Lolicon Angel: Mitsu no Aji,,美少女コミック ロリコンエンジェル ～蜜の味～,"Lolicon Angel, Lolikon Angel, Beautiful Girl Comic Lolita Complex Angel: Taste of Honey"
33125,Shiiku x Kanojo: Tenshi no Kousoku-hen,,飼育×彼女 天使の拘束編,
2373,Mugen no Kyoukai (The Boundary between Dream and Reality),The Boundary between Dream and Reality,夢現の境界,
4487,Ebenbourg no Kaze,,エーベンブルグの風,Wind of Ebenbourg
3644,Uchiyama Aki,,内山亜紀,Lolita Anime (Nikkatsu Video)
4492,Seisen Gakuin (Holy Sleazy School),Holy Sleazy School,聖泉学淫,"Study-A-Broad episode #2, Study-A-Broad 2, Study A-Broad 2, Study-A-Broad pt2"
5608,Onna Kyoushi: Nikutai Jugyou,,女教師 ―肉体授業―,
5559,Nijuusou: Wana ni Ochita Onna-tachi,,二重奏　~罠に落ちた女たち~,"Double Play, Wana ni Ochita Onnatachi"
30770,Maid-san to Boin Damashii,,メイドさんとボイン魂,
4821,Injuu Kateikyoushi (Lesson of Darkness),Lesson of Darkness,淫獣家庭教師,
2894,Kinbaku no Yakata: Ryakudatsu (Bondage Mansion),Bondage Mansion,緊縛の館 ～略奪～,
6097,Heisei Harenchi Gakuen,,平成ハレンチ学園,Modern-Era Shameless School
5566,Harenchi Koumon Manyuuki,,ハレンチ紅門マン遊記,
977,Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu,The Legend of the Blue Wolves,銀河帝国の滅亡・外伝　蒼き狼たちの伝説,"Legend of the Blue Wolf, Legend of the Four Horsemen, Hot Space Cowboys"
5646,Deep Voice,,ディープボイス,
7455,Kurutta Kyoutou: Danzai no Gakuen,,狂った教頭 断罪の学園,
6015,Megami Tantei Vinus File (Detective Goddess),Detective Goddess,女神探偵,
5575,Karakara-sama no Himitsu,,カラカラ様のひみつ,
1784,Injuu Nerawareta Hanayome (Bride of Darkness),Bride of Darkness,淫獣　ねらわれた花嫁,Injuh
3396,Gloria: Kindan no Ketsuzoku (Gloria),Gloria,GLO･RI･A ～禁断の血族～,"GLO*RI*A, Gloria: Private Lesson"
3942,Binetsu Shoukougun (Slight Fever Syndrome),Slight Fever Syndrome,微熱症候群,
3539,Utsukushiki Emono-tachi no Gakuen (Sin Sorority),Sin Sorority,美しき獲物たちの学園,
4604,Reijou Caster: Ingyaku no Wana,,隷嬢キャスター 〜淫虐の罠〜,Reijou Caster ~Ingyaku no Wana~
5610,Rasen Kairou,,螺旋回廊,
10424,Ona x2,,オナx2,"Onanie, Onax2"
4819,Nonomura Byouin no Hitobito (Mystery of Nonomura Hospital),Mystery of Nonomura Hospital,野々村病院の人々,"People of the Nonomura Hospital, The Mystery of Nonomura Hospital"
2186,Maid no Yakata: Zetsubou-hen,,メイドの館～絶望編～,Maid Service
3983,Mujintou Monogatari X (Desert Island Story X),Desert Island Story X,無人島物語Ｘ,
2395,Kangoku: Injoku no Jikkentou (No Way Out),No Way Out,姦獄～淫辱の実験棟～,Project Boobs
4848,Hinadori no Saezuri (Maiden of Deliverance),Maiden of Deliverance,雛鳥の囀,Song of the Baby Bird
3377,Tres Marias: Sannin no Sei Shojo (Holy Virgins),Holy Virgins,トレス・マリアス 3人の聖処女,
3648,Shownoid Mako-chan,,ショーヨノイド 真琴ちゃん,"Shownoid Makoto-chan, Shoyonoido Makoto-chan, Shoyonoido Mako-chan, Shoyonoid Makottchan"
2351,Pigeon Blood,,ピジョンブラッド,
4774,Ningyou Tsukai (Sexorcist),Sexorcist,人形使い,"Ningyo Tsukai, Best of Kitty #3 (2), Puppet Masters, Robosex"
4802,Kawarazaki-ke no Ichizoku The Animation,Kawarazaki-ke no Ichizoku The Animation,河原崎家の一族 THE ANIMATION,
3063,Gakuen Sodom (Professor Pain),Professor Pain,学園ソドム,
2345,Choujin Densetsu Urotsukidouji 5: Kanketsu-hen,,超神伝説うろつき童子 完結編,Urotsukidoji V - The Final Chapter
5553,Love Forever,,ラブフォーエヴァー,
7914,Kyuukyoku no Chef wa Oishinbo Papa,,究極のシェフは美味しんぼパパ,
3565,U-Jin Brand (Tales of Seduction),Tales of Seduction,遊人ブランド,
5576,Shimai Ningyou,,死妹人形,"Shimai Ningyo, Necromancer"
2443,Kara no Naka no Kotori,,殻の中の小鳥,The Maiden Diaries
5649,Injuu Onna Kyoushi,,淫獣女教師,School of Darkness
2169,Ice,,ICE - アイス -,"ICE: The Last Generation, Project Ice"
1511,Gakuen: Chijoku no Zushiki (Debts of Desire),Debts of Desire,学園 恥辱の図式,Campus: Scheme of Shame
3402,Sexy Sailor Soldiers,Sexy Sailor Soldiers,奈美SOS!,Nami SOS! First Battle
4834,Ecchies,,えっちーず,
5398,Masaru Ashita no Yukinojou 2,,Masaru あしたの雪之丞2,Masaru 2
3393,Dark,Dark,堕楽,Degeneration
13019,Aneki no Kounai Kaikinbi,,アネキの口内解禁日,
4849,Triangle Heart: Sazanami Joshi Ryo,Triangle Heart: Sazanami Joshi Ryo,とらいあんぐるハート ～さざなみ女子寮～,
3383,Orchid★Emblem,,オーキッド★エンブレム,"Best of Kitty #1 (1), Rei Lan - Orchid Emblem, Rei Lan, Sex Fighter"
3902,Spotlight,Spotlight,スポットライト,Between the Realms of Desire & Envy
2479,Dragon Knight,,ドラゴンナイト,
4260,Five Card,Five Card,ファイブカード,"5 Card, Fivecard"
9887,Momoko,,MoMoKo,Shocking Pink Girl Momoko
5108,Ryuusei Tenshi Primaveil,,流聖天使プリマヴェール,Ryusei Tenshi Primaveil
5587,Shin Reyon Densetsu: Mou Hitori no Flair,,新リヨン伝説　もう一人のフレア,
2977,Youjuu Sensen Adventure Kid (Adventure Kid),Adventure Kid,妖獣戦線アドベンチャーKID,Adventure Duo
5159,Shin Reyon Densetsu: Shikkoku no Majin,Legend of Reyon: The God of Darkness,新リヨン伝説　漆黒の魔神,"Shin Riyon Densetsu: Shikkoku no Majin, Best of Kitty #2 (2)"
3567,Renzu: Futari no Kyori (Renzu: The Distance Between the Two),Renzu: The Distance Between the Two,恋図〜ふたりの距離〜,
9600,G-Taste (2010) (G-Best),G-Best,G-Best －G-tasteベストセレクション－,
2979,Akiko,,亜紀子,
3912,Rejuvenation (Sacrilege),Sacrilege,回春,Kaishun
3639,Princess Road: Bara to Dokuro no Monshou (Erotic Torture Chamber),Erotic Torture Chamber,プリンセス・ロード 薔薇と髑髏の紋章,Best of Kitty #4 (3)
7908,Love² Police (Love2 Police),Love2 Police,Love²ポリス,Secret Anima Series 9 Love2 Police
3093,Kekkai,,結界,
31331,Busou Shoujotai: Blade Briders The Animation,,武想少女隊ぶれいど☆ブライダーズ THE ANIMATION,
2338,Youjuu Kyoushitsu (Demon Beast Invasion),Demon Beast Invasion,妖獣教室,
9855,Shujii no Inbou,,主治医の淫謀,
3094,Rankou Choukyou: Maid ni Natta Shoujo,Rancou Chokyo - Orgy Training,乱交調教 メイドになった少女,Rancou Choukyo
12061,Injuu Seisen XX (Twin Angels (2)),Twin Angels (2),淫獣聖戦XX,
6328,Bondage Game: Shinsou no Reijoutachi - Shinsou no Doreitachi,,ボンデージ・ゲーム -深窓の隷嬢達-,Bondage Game: Shinsou no Reijoutachi Special
3633,Angel,,エンジェル,
2379,Tokubetsu Jugyou (Private Sessions),Private Sessions,特別授業,
2350,Ail Maniax: Inma Seifukugari & Majogari no Yoru ni,,アイルMANIAX～淫魔制服狩り＆魔女狩りの夜に～,
5400,Mahou no Shiho-chan,,魔法の詩保ちゃん,
2190,Tsubaki Iro no Purijioone,,椿色のプリジオーネ,"Heritage from Father, Camilla-Colored Prison"
10409,Kyouhaku: Owaranai Ashita - Special Stage,The Blackmail: Tomorrow Never Ends - Special Stage,SPECIAL STAGE 誰がために鐘はなる,Kyouhaku Special Stage: Dare ga Tameni Kane Hanaru
4161,Kojin Jugyou (Private Psycho Lesson),Private Psycho Lesson,個人授業,
3066,Joou-sama wa M Dorei (Queen and Slave),Queen and Slave,女王様はＭ奴隷,"Jo-oh sama wa M Dorei, The Queen is a Masochist"
3705,Flashback Game,,フラッシュバックゲーム,"Flash Back Game, Flashback"
5101,Doutei Kawaiya,,童貞かわいや,Sweet Sweet Virgin
4149,Body Jack: Tanoshii Yutai Ridatsu,,ボディジャック 楽しい幽体離脱,Pink Noise
2821,Bad End (Voyeur's Digest),Voyeur's Digest,BAD END 贖罪の教室,
3082,Stairs: Houkago no Album,,スタイアー ～放課後のアルバム～,
4479,Shitsurakuen (Sinners Paradise),Sinners Paradise,失楽園,
2936,Private Emotion,,プライベートエモーション,Dirty Thoughts
5190,Mujintou Monogatari XX (Desert Island Story XX),Desert Island Story XX,無人島物語ＸＸ,
3527,Lesbian Byoutou,,レズ病棟,Lesbian Ward
5154,Kanzen Mushusei: Sorezore no Houkago,,完全無修正 それぞれの放課後,
3824,Shoujo Koakuma Kei (Shojyo Koakuma Kei: The Writhing Women),Shojyo Koakuma Kei: The Writhing Women,少女小悪魔系 -蠢く女たち-,
3531,Shinjin Tour Conductor (Dark Tours),Dark Tours,新人ツアーコンダクター里奈 ツアーオプション⇔添乗員、強制乱交,
4034,Sailor Senshi Venus♥Five (Venus 5),Venus 5,セーラー戦士 ヴィーナス♥ファイブ,Sailor Soldier Venus 5
724,Enzai,,冤罪,eine falsche Beschuldi-gung
14209,Fruits Version,Fruits Version,フルーツバージョン,Traveling Fantasies
3826,Zero no Mono,Zero no Mono,ゼロの者,
5557,Kugutsu Ai: Doura Gaiden,,傀儡哀～瞳裸外伝～,
4645,Kirameki no Kyoudai: Sex Crime,,煌きの姉弟妹 ～SEX CRIME～,Sex Crime
4644,Injoku no Heya (Lewd Room),Lewd Room,淫辱の部屋,
