anime_id,anime_title,anime_english_title,anime_japanese_title,anime_synonyms
4124,Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,,映画 ふたりはプリキュア Splash Star チクタク危機一髪!,Pretty Cure Splash Star Tic-Tac Crisis Hanging by a Thin Thread!
12565,Fate/Prototype,,Fate/Prototype,
115,El Hazard: The Alternative World,,異次元の世界エルハザード,"Ijigen no Sekai El Hazard, Ijigen no Sekai El-Hazard"
2520,Dragon Ball Specials,Dragon Ball Specials,ドラゴンボール,"Dragon Ball: Goku no Koutsuuanzen, Dragon Ball: Goku's Traffic Safety, Dragon Ball: Goku no Shouboutai, Dragon Ball: Goku's Fire Brigade"
2259,Dr. Rin ni Kiitemite!,,Dr.リンにきいてみて！,Ask Dr. Rin
2646,Dorami & Doraemons: Robot School's Seven Mysteries,,ドラミ＆ドラえもんズ ロボット学校七不思議！？,Dorami & Doraemons: Robot Gakkou Nanafushigi
36760,Detective Conan: The Magician of Starlight,,名探偵コナン～星影の魔術師～,Meitantei Conan: Hoshikage no Majutsushi
8361,Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,,映画 クレヨンしんちゃん　爆発！温泉わくわく大決戦,"Eiga Crayon Shin-chan: Bakuhatsu! Onsen Wakuwaku Daikessen, Crayon Shin-chan: Explosion! The Hot Spring's Feel Good Final Battle/Kureshin Paradise! Made in Saitama"
2055,Coo: Tooi Umi kara Kita Coo,,Coo 遠い海から来たクー,"Coo of the Far Seas, Coo: Come From a Distant Ocean Coo"
3690,Chou Hatsumei Boy Kanipan,,超発明BOYカニパン,Super Inventor Kanipan
25045,Barakamon: Mijikamon,,みじかもん,"Barakamon Episode 0, Barakamon Specials"
34870,BanG Dream!: Asonjatta!,,BanG Dream！ 遊んじゃった！,"BanG Dream! Special, BanG Dream!: We Had Some Fun!"
29223,Aldnoah.Zero Extra Archives,,アルドノア・ゼロ総集編,"Aldnoah.Zero Soushuuhen, Aldnoah.Zero Recap, Aldnoah.Zero Episode 12.5"
37706,Akuma no Kimuraa-hen,,クマのキムラー 篇,Cup Noodles
8285,Ai no Senshi Rainbowman,,愛の戦士レインボーマン,Warrior of Love Rainbowman
300,3x3 Eyes,3x3 Eyes,3×3EYES,"Sazan Eyes, 3x3 Eyes: Immortals"
4548,Yozakura Quartet,,夜桜四重奏 ～ヨザクラカルテット～,"Yozakura Shijuusou, Quartet of Cherry Blossoms in the Night"
595,X OVA (X: An Omen),X: An Omen,X -エックス-第零話 予兆,"X - Yochou, X OVA: Episode 0, X - An Omen"
3317,Uchuusen Sagittarius,,宇宙船サジタリウス,"Spaceship Sagittarius, The Space Sagittarius"
711,Uchuu Senkan Yamato (Movie) (Space Battleship Yamato),Space Battleship Yamato,宇宙戦艦ヤマト,
2715,Totsuzen! Neko no Kuni Banipal Witt (Catnapped),Catnapped,とつぜん！猫の国　バニパルウィット,
1837,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida (Dokkoida?!),Dokkoida?!,住めば都のコスモス荘 すっとこ大戦ドッコイダー,"Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida, Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoider"
32555,Stella no Mahou (Magic of Stella),Magic of Stella,ステラのまほう,
4810,Shinzou Ningen Casshern (Neo Human Casshan),Neo Human Casshan,新造人間キャシャーン,
29129,Ookami Shoujo to Kuro Ouji Recap,,オオカミ少女と黒王子 総集編,"Ookami Shoujo to Kuroouji Soushuuhen, Wolf Girl & Black Prince Recap, Wolf Girl and Black Prince Recap"
83,Mobile Suit Gundam: The 08th MS Team - Miller's Report,,機動戦士ガンダム 第08MS小隊 ミラーズ・リポート,Kidou Senshi Gundam: Dai 08 MS Shotai - Miller's Report
1935,Megazone 23,Megazone 23,メガゾーン23,"Megazone 23 Part II, Megazone 23 Part III, Robotech: The Untold Story (U.S.)"
2223,Maple Town Monogatari (Maple Town),Maple Town,メイプルタウン物語,Maple Town Stories
22687,Terra Formars (Terraformars),Terraformars,TERRA FORMARS [テラフォーマーズ],
2170,Sousei no Aquarion OVA,,ＯＶＡ『創星のアクエリオン』,"Genesis of Aquarion OVA, Sousei no Aquarion: Uragiri no Tsubasa, Sousei no Aquarion: Taiyou no Tsubasa"
4021,Seiyou Kottou Yougashiten: Antique (Antique Bakery),Antique Bakery,西洋骨董洋菓子店 ~アンティーク~,
13171,Wasurenagumo (Li'l Spider Girl),Li'l Spider Girl,わすれなぐも,"Wakate Animator Ikusei Project, 2011 Young Animator Training Project, Anime Mirai 2011"
32153,Mahou Shoujo Madoka★Magica: Concept Movie,Puella Magi Madoka Magica Concept Movie,魔法少女まどか★マギカ コンセプトムービー,
609,Saishuu Heiki Kanojo: Another Love Song,Saikano: Another Love Song,最終兵器彼女Another Love Song,"Saishuuheiki Kanojo OVA, Saikano OVA"
31815,"Kono Danshi, Mahou ga Oshigoto Desu.",This Boy is a Professional Wizard,この男子、魔法がお仕事です。,
6951,Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,Yu-Gi-Oh! 3D: Bonds Beyond Time,劇場版 遊☆戯☆王 ～超融合! 時空を越えた絆～,"Yugioh, Yu-Gi-Oh! The Movie: Ultra Fusion! Bonds Over Time and Space, Yu-Gi-Oh! 10th Anniversary Special, 10th Anniversary Gekijouban, Yu-Gi-Oh! The Movie: Super Fusion! Bonds That Transcend Time, Yu-Gi-Oh! Bonds Beyond Time"
4200,Dirty Pair OVA,,ダーティペア (1987),"Original Dirty Pair, Dirty Pair (1987)"
3044,Tetsuwan Atom (1980) (Astro Boy (1980)),Astro Boy (1980),鉄腕アトム,"Astro Boy, Astroboy"
27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Fushigi Yuugi Special: Watase Yuu Selection,ふしぎ遊戯スペシャル 心宿しっかりしなさい！,
2825,Arabian Nights: Sindbad no Bouken (TV),,アラビアンナイト シンドバットの冒険,"Sindbad the Sailor, The Arabian Nights: Adventures of Sinbad"
178,Ultra Maniac (Ultramaniac - Magical Girl),Ultramaniac - Magical Girl,ウルトラマニアック,
5504,Shinkyoku Soukai Polyphonica Crimson S (Polyphonica Crimson S),Polyphonica Crimson S,神曲奏界ポリフォニカcrimsonS,
12651,Danball Senki W (LBX: Little Battlers eXperience Season 2),LBX: Little Battlers eXperience Season 2,ダンボール戦機 Ｗ,Danbooru Senki W
100,Shin Shirayuki-hime Densetsu Prétear,Prétear: The New Legend of Snow White,新白雪姫伝説プリーティア,Shin Shirayuki-hime Densetsu Pretear
94,Mobile Suit Gundam SEED Destiny,,機動戦士ガンダムSEED DESTINY,Kidou Senshi Gundam SEED DESTINY
21863,Mangaka-san to Assistant-san to The Animation,The Comic Artist and His Assistants,マンガ家さんとアシスタントさんと THE ANIMATION,"Mangaka-san to Assistant-san to, ManAshi"
5084,Mai Mai Shinko to Sennen no Mahou (Mai-Mai Miracle),Mai-Mai Miracle,マイマイ新子と千年の魔法,Mai Mai Shinko and the Millennium-Old Magic
17247,Machine-Doll wa Kizutsukanai (Unbreakable Machine-Doll),Unbreakable Machine-Doll,機巧少女〈マシンドール〉は傷つかない,"Machine Girl wa Kizutsukanai, Kikou Shoujo wa Kizutsukanai"
11777,Lupin III: Chi no Kokuin - Eien no Mermaid,,ルパン三世 血の刻印 - 永遠のMermaid,"Rupan Sansei, Lupin III: Blood Seal - Eternal Mermaid"
1013,Le Chevalier D'Eon,,シュヴァリエ Le Chevalier D'Eon,
8068,Kuroshitsuji Picture Drama,,黒執事 ピクチャードラマ,"Kuroshitsuji: Sono Shitsuji, Kyousou -Akai Valentine-"
28869,Kaitou Joker 2nd Season (JOKER 2nd Season),JOKER 2nd Season,怪盗ジョーカー シーズン,Mysterious Joker Second Season
14765,Ixion Saga DT,,イクシオン サーガ DT,Ixion Saga: Dimensional Transfer
11077,Hellsing: The Dawn,,HELLSING THE DAWN,"Hellsing: The Dawn - A supplementary of HELLSING, Hellsing OVA Specials, Hellsing Ultimate Specials, Drifters"
29325,Ghost in the Shell: Arise - Alternative Architecture,Ghost in the Shell: Arise - Alternative Architecture,攻殻機動隊 ARISE ALTERNATIVE ARCHITECTURE,Koukaku Kidoutai: Arise (TV)
3485,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikomatic Days,攻殻機動隊 STAND ALONE COMPLEX: Section9 Science File “タチコマな日々”,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma Specials
655,Galaxy Angel 4,,ギャラクシーエンジェル4,"Galaxy Angel 4th, Galaxy Angel X"
654,Galaxy Angel 3 Specials,,ギャラクシーエンジェルＡ,"Galaxy Angel A Specials, Galaxy Angel AA Specials"
31737,Gakusen Toshi Asterisk 2nd Season (The Asterisk War Season 2),The Asterisk War Season 2,学戦都市アスタリスク,Academy Battle City Asterisk
6988,Doraemon Movie 30: Nobita no Ningyo Daikaisen,,映画 ドラえもん のび太の人魚大海戦,Doraemon: Nobita's Great Mermaid Naval Battle
8915,Dantalian no Shoka (The Mystic Archives of Dantalian),The Mystic Archives of Dantalian,ダンタリアンの書架,"Bibliotheca Mystica de Dantalian, Dantalian's Bookshelf"
6460,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,,映画 クレヨンしんちゃん　暗黒タマタマ大追跡,"Eiga Crayon Shin-chan: Ankoku Tamatama Daitsuiseki, Crayon Shin-chan: Pursuit of the Balls of Darkness"
1723,Clannad Movie (Clannad The Motion Picture),Clannad The Motion Picture,劇場版 クラナド,Gekijouban Clannad
3203,Chibi Maruko-chan Movie,,ちびまる子ちゃん (1990),Chibi Maruko Chan Movie (1990)
2427,Unico (The Fantastic Adventures Of Unico),The Fantastic Adventures Of Unico,ユニコ,Unico Movie 1
6758,Tatakau Shisho: The Book of Bantorra,Armed Librarians: The Book of Bantorra,戦う司書 The Book of Bantorra,"Tatakau Shisho, Tatakau Shisho to Koisuru Bakudan, Fighting Librarians"
36475,Sword Art Online Alternative: Gun Gale Online,,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン,SAO Alternative Gun Gale Online
9241,Super Robot Taisen OG: The Inspector,Super Robot Wars OG: The Inspector,スーパーロボット大戦OG -ジ・インスペクター-,"Super Robot Taisen Original Generation: The Inspector, SRWOG"
28621,Subete ga F ni Naru: The Perfect Insider (The Perfect Insider),The Perfect Insider,すべてがFになる THE PERFECT INSIDER,Everything Becomes F: The Perfect Insider
4063,Sekirei,Sekirei,セキレイ,Wagtail
2486,Rumiko Takahashi Anthology,,高橋留美子劇場,"Takahashi Rumiko Gekijou, Rumic Theater, Rumiko Takahashi Theater, Rumic World TV, Rumic World TV 2003"
10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,Ranma ½: Huge Battle! 29 Unteachable Fools,らんま1/2 スペシャルビデオ バトルがいっぱい29人の懲りないやつら,Ranma 1/2 Special Video: Battle ga Ippai 29-nin no Korinai Yatsura
2847,Pokemon Diamond & Pearl: Dialga vs. Palkia vs. Darkrai,Pokemon: The Rise Of Darkrai,ポケットモンスター ダイヤモンド＆パール ディアルガVSパルキアVSダークライ,"Gekijouban Pocket Monsters Diamond and Pearl: Dialga vs. Palkia vs. Darkrai, Pokemon Movie 10"
31645,Persona 5 the Animation: The Day Breakers,Persona 5 the Animation -THE DAY BREAKERS-,PERSONA5 the Animation -THE DAY BREAKERS-,
35752,Otsukimi Recital,,オツキミリサイタル,"Mekakucity Records, Heat Haze Project, Kagerou Project, Kagerou Daze, Heat Haze Daze, Moon-Viewing Recital"
3887,Ookiku Furikabutte Special (Big Windup!),Big Windup!,おおきく振りかぶって,"Ookiku Furikabutte - The Basics of Basics, Oofuri, Ohkiku Furikabutte, Swing Big!"
7769,Ookami-san to Shichinin no Nakama-tachi,Okami-San and Her Seven Companions,オオカミさんと七人の仲間たち,"Ookami-san to Shichinin no Nakamatachi, Okamisan and Seven Companions"
2020,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,,ワンピース 年末特別企画！麦わらのルフィ親分捕物帖,One Piece Special: The Detective Memoirs of Chief Straw Hat Luffy
37402,No Game No Life: Zero - Manner Movie,,,
16143,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,"One Piece: Emergency Planning, A Perfect Strategy for the One Piece",緊急企画ワンピース完全攻略法,One Piece Recap
36923,Nanatsu no Taizai: Imashime no Fukkatsu Joshou,,七つの大罪 戒めの復活 -序章-,
352,Motto! Ojamajo Doremi (More! Useless Witch Doremi),More! Useless Witch Doremi,も〜っと！おジャ魔女どれみ,
20877,Music S.T.A.R.T!!,,Music S.T.A.R.T!!,Love Live! School Idol Project: Music S.T.A.R.T!!
32698,Monster Musume no Iru Nichijou OVA,Everyday Life with Monster Girls OVA,モンスター娘のいる日常 OVA,MonMusu OVA
12637,"Mogyutto ""Love"" de Sekkinchuu!",,"もぎゅっと""love""で接近中！",Love Live! School Idol Project: Mogyutto Love de Sekkinchuu!
5351,Mobile Suit Gundam 00: Tenshitachi no Kiseki,,機動戦士ガンダム00-天使たちの軌跡,Gundam 00 Recap
32233,Micchiri Neko March,,みっちりねこマーチ,MitchiriNeko March
33074,Lupin III (2015) Specials (Lupin the Third),Lupin the Third,ルパン三世,"Lupin III: Part IV - Specials, Lupin Sansei (2015) Specials"
963,"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",Love Hina: Motoko's Choice Between Love or Swords: Don't cry!,"素子のセンタク, 恋か剣... 「泣くな」","Mokoto no Sentaku Koikaken, Love Hina: Motoko's Choice, Love or the Sword - Don't Cry"
190,Love Hina Again,Love Hina Again,ラブ ひな Again,
3577,Kyouran Kazoku Nikki,,狂乱家族日記,The Diary of a Crazed Family
6163,Kuroshitsuji Recap,,タナカのナレーションで振り返る黒執事ダイジェスト,"Tanaka no Narration de Kurikaeru Zenhan Digest, Tanaka no Naration de Kurikaeru Kuroshituji Digest, Kuroshitsuji Episode 13.5, Kuro Shitsuji Recap Episode, Black Butler Recap, Kuroshitsuji Special"
10189,Hunter x Hunter Pilot,,ハンターxハンター,
31500,High School Fleet,High School Fleet,ハイスクール・フリート,Haifuri
31280,Selector Destructed WIXOSS Movie,,劇場版 selector destructed WIXOSS,
21073,Puchimas!!: Petit Petit iDOLM@STER (PUCHIM@S 2),PUCHIM@S 2,ぷちます！！プチプチ・アイドルマスター,Puchimas!!: Petit Petit Idolmaster
107,Ou Dorobou Jing (Jing: King of Bandits),Jing: King of Bandits,王ドロボウ JING,King of Bandit Jing
8171,One Piece Recap,One Piece Recap,ワンピース,One Piece Recap OVA
3467,Nogizaka Haruka no Himitsu (Haruka Nogizaka's Secret),Haruka Nogizaka's Secret,乃木坂春香の秘密,Nogizaka Haruka no Himitsu
1168,Musekinin Kanchou Tylor OVA (Irresponsible Captain Tylor OVA),Irresponsible Captain Tylor OVA,無責任艦長タイラー OVA,
24455,Madan no Ou to Vanadis (Lord Marksman and Vanadis),Lord Marksman and Vanadis,魔弾の王と戦姫 (ヴァナディース),"Madan no Ou to Senki, The King of the Magic Bullet and Vanadis"
28013,Macross Δ (Macross Delta),Macross Delta,マクロスΔ（デルタ）,
1437,Lupin III: Honoo no Kioku - Tokyo Crisis,Lupin III: Crisis in Tokyo,ルパン三世『炎の記憶 ~Tokyo Crisis~』,"Rupan Sansei, Lupin III: Memories of the Flame - Tokyo Crisis"
1422,Lupin III: $1 Money Wars (Lupin III: Missed by a Dollar),Lupin III: Missed by a Dollar,ルパン三世 1$マネーウォーズ,"Rupan Sansei, Lupin III: $1 Money Wars"
28623,Koutetsujou no Kabaneri (Kabaneri of the Iron Fortress),Kabaneri of the Iron Fortress,甲鉄城のカバネリ,
33511,Koro-sensei Q!,,殺せんせーQ!,"Ansatsu Kyoushitsu: Koro-sensei Quest, Assassination Classroom: Koro-sensei Q!"
34104,Knight's & Magic (Knight’s & Magic),Knight’s & Magic,ナイツ&マジック,
52,Kidou Tenshi Angelic Layer (Battle Doll Angelic Layer),Battle Doll Angelic Layer,機動天使エンジェリックレイヤー,
16035,Karneval (TV) (Karneval),Karneval,カーニヴァル,Karneval (2013)
28387,Joukamachi no Dandelion (Castle Town Dandelion),Castle Town Dandelion,城下町のダンデライオン,
4550,Hyakko,,ヒャッコ,
31499,Huyao Xiao Hongniang (Fox Spirit Matchmaker),Fox Spirit Matchmaker,狐妖小红娘,Enmusubi no Youko-chan
21635,GJ-bu@,,GJ部@,"GJ-bu Guruguru, GJ-bu Special, GJ Club Special, Good Job-bu Special, GJ-bu 2, GJ-bu OVA"
915,Ginga Densetsu Weed,,銀牙伝説ウィード,Ginga Legend Weed
1524,Fuujin Monogatari (Windy Tales),Windy Tales,風人物語,
902,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,Dragon Ball Z Movie 09: Bojack Unbound,ドラゴンボールZ 銀河ギリギリ!! ぶっちぎりの凄い奴,"Dragon Ball Z: Super Guy in the Galaxy, Dragon Ball Z: The Galaxy is in Danger!! The Super Awesome Guy"
3727,Doraemon Movie 01: Nobita no Kyouryuu,Doraemon the Movie: Nobita's Dinosaur,映画 ドラえもん のび太の恐竜,Doraemon: Nobita no Kyoryuu
31163,Dimension W,Dimension W,Dimension W,
2513,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,,名探偵コナン: コナンと平次と消えた少年,Meitantei Conan: Conan to Heiji to Kieta Shounen
24429,Daze,,デイズ,Deizu
32494,Days (TV) (Days),Days,DAYS,
61,D.N.Angel,D.N.Angel,Ｄ・Ｎ・ＡＮＧＥＬ,"DN Angel, DNAngel"
4690,Cyborg 009 (1979) (Cyborg 009),Cyborg 009,サイボーグ009,Cyborg 009 (TV 2)
15687,Chuunibyou demo Koi ga Shitai! Lite,"Love, Chunibyo & Other Delusions!: Chuni-Shorts",中二病でも恋がしたい！Lite,"Regardless of My Adolescent Delusions of Grandeur, I Want a Date! Lite, Chu-2 Byo demo Koi ga Shitai! Lite, Love, Chunibyo & Other Delusions Lite"
10681,Blood-C: The Last Dark,Blood-C: The Last Dark,劇場版 ブラッドシー ザ ラスト ダーク,"Blood-C Movie, Gekijouban Blood-C"
30206,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,,甘城ブリリアントパーク 「のんびりしている暇がない!」,"Amagi Brilliant Park Episode 14, Amagi Brilliant Park Tokubetsu-hen"
9925,Amagami SS: Tachibana Miya-hen - Imouto (Amagami SS: Little Sister),Amagami SS: Little Sister,アマガミSS 橘美也編 イモウト,"Amagami SS: Imouto, Amagami SS Special, Amagami SS Tachibana Miya Arc, Amagami SS Tachibana Miya Chapter, Amagami SS Episode 26"
12669,Amagami SS+ Plus Specials,,アマガミSS+ plus,"Amagami SS Dai Ni Ki Specials, Amagami SS Second Season Specials, Amagami SS 2nd Season Specials"
7745,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,,絶対可憐チルドレン OVA 〜愛多憎生! 奪われた未来?〜,"Absolutely Lovely Children, Zettai Karen Children OAD, ZKC OVA"
36775,Wo Shi Jiang Xiaobai (I'm Joybo),I'm Joybo,我是江小白,Wo Shi Jiang Xiao Bai
36539,Tsuki ga Kirei Special,,月がきれい,"Tsukigakirei Special, The Moon is Beautiful Special, As the Moon, So Beautiful Special"
415,Tonari no Yamada-kun (My Neighbors the Yamadas),My Neighbors the Yamadas,ホーホケキョ となりの山田くん,"Houhokekyo Tonari no Yamada-kun, Hoohokekyo Tonari no Yamada-kun"
3088,Tokyo Marble Chocolate,Tokyo Marble Chocolate,東京マーブルチョコレート,"Zenryoku Shounen, Matta Aimashou"
2500,The Cockpit,,ザ・コクピット,"The Cockpit: Kamikaze Stories, Seisouken Kiryuu, Slipstream, Onsoku Raigekitai, Sonic Boom Squadron, Tetsu no Ryuukihei, Knight of the Iron Dragon"
1303,The Animatrix,The Animatrix,アニマトリックス,"Beyond, Detective Story, Matriculated, Program, The Second Renaissance, Final Flight of the Osiris, World Record, Kid's Story"
10232,Tamayura: Hitotose,,たまゆら～hitotose～,
390,Suzuka,Suzuka,涼風,
8934,Star Driver: Kagayaki no Takuto (Star Driver),Star Driver,STAR DRIVER 輝きのタクト,STAR DRIVER: Shining Takuto
6713,Ranma ½: Nettou Uta Gassen (Ranma 1/2: Hot Song Contest),Ranma 1/2: Hot Song Contest,らんま１／２　熱闘歌合戦,
16468,One Piece: Glorious Island,,ワンピース 『GLORIOUS ISLAND』,One Piece Special: Glorious Island
2152,Oh! Edo Rocket,Oh! Edo Rocket,大江戸ロケット,"Ohedo Rocket, Ooedo Rocket"
6512,Nyan Koi!,Nyan Koi!,にゃんこい！,Nyankoi
19653,Neppuu Kairiku Bushi Road,,熱風海陸ブシロード,"Burning Wind Ocean Earth Samurai Lord, Bushilord, Bushiroad, Neppu Kairiku Bushi Road"
12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou (Campione!),Campione!,カンピオーネ！ ～まつろわぬ神々と神殺しの魔王～,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou
6901,Battle Spirits: Shounen Gekiha Dan,,バトルスピリッツ 少年激覇ダン,Battle Spirits Season 2
30205,Aoharu x Kikanjuu (Aoharu x Machinegun),Aoharu x Machinegun,青春×機関銃,Aoharu x Machine Gun
34465,Ao no Exorcist: Kyoto Fujouou-hen OVA,,青の祓魔師 OVA,"Blue Exorcist: Kyoto Saga OVA, Blue Exorcist: Kyoto Impure King Arc OVA"
9332,.hack//Quantum,,.hack//Quantum,
37164,Yao Shen Ji 2nd Season,,妖神记第2季,"Demon Gods 2nd Season, Tales of Demons and Gods 2nd Season"
10321,Uta no☆Prince-sama♪ Maji Love 1000% (Uta no Prince Sama),Uta no Prince Sama,うたの☆プリンスさまっ♪ マジLOVE1000%,"Uta no Prince-sama: Maji Love 1000%, UtaPri"
34604,UQ Holder! OVA,,UQ HOLDER!,"Yuukyuu Holder, Eternal Holder"
33004,Tanaka-kun wa Kyou mo Kedaruge,,田中くんは今日もけだるげ,Tanaka is Listless Today Too
3956,Shakugan no Shana II (Second) Specials,,灼眼のシャナたん,"Shakugan no Shana-tan Begins, Shakugan no Shana-tan & Yoshida: Fumina Konoe Strikes Back!, Shakugan no Shana-tan Revenge"
1191,Saber Marionette J Again,,またまたセイバーマリオネットＪ,Mata Mata Saber Marionette J
10448,Rain Town,,rain town,
13659,Ore no Imouto ga Konnani Kawaii Wake ga Nai. (Oreimo 2),Oreimo 2,俺の妹がこんなに可愛いわけがない。,"My Little Sister Can't Be This Cute 2, Ore no Imouto ga Konna ni Kawaii Wake ga Nai 2"
195,Onegai☆Teacher (Please Teacher!),Please Teacher!,おねがい☆ティーチャー,Onegai Sensei
30307,Monster Musume no Iru Nichijou,Monster Musume: Everyday Life with Monster Girls,モンスター娘のいる日常,MonMusu
3059,Ninja Senshi Tobikage (Ninja Robots),Ninja Robots,忍者戦士飛影,
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,機動戦士ZガンダムⅢ-星の鼓動は愛-,"Kidou Senshi Z Gundam III: Hoshi no Kodou wa Ai, Kido Senshi Z Gundam III - Hoshi no Kodo wa Ai"
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,Mazinkaiser: Deathmatch! General Dark,マジンカイザー　死闘！暗黒大将軍,Mazinkaiser: OVA 8
9013,Kuruneko Season 2,,くるねこ,Kuru Neko
11313,Kimi no Iru Machi: Tasogare Kousaten,,君のいる町 黄昏交差点,A Town Where You Live OVA
4375,Kyoro-chan,,キョロちゃん,
32686,Keijo!!!!!!!!,Keijo!!!!!!!!,競女!!!!!!!!,
21563,Kamigami no Asobi,Kamigami no Asobi,神々の悪戯,"Kamigami no Asobi: Ludere deorum, Kamiaso"
3010,Kaiketsu Zorro (The Magnificent Zorro),The Magnificent Zorro,快傑ゾロ,The Legend of Zorro
25159,Inou-Battle wa Nichijou-kei no Naka de,When Supernatural Battles Became Commonplace,異能バトルは日常系のなかで,"InoBato, Inou-Battle in the Usually Daze., Inou Battle Within Everyday Life"
36593,Hug tto! Precure,,HuGっと！プリキュア,Hugtto Precure
24231,Hitsugi no Chaika: Avenging Battle,Chaika -The Coffin Princess- Avenging Battle,棺姫のチャイカ AVENGING BATTLE,"Hitsugi no Chaika 2nd Season, Hitsugi no Chaika Second Season"
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,,ひぐらしのなく頃に 猫殺し編,Higurashi no Naku Koro ni - Cat Killing Chapter
36144,Garo: Vanishing Line (GARO -VANISHING LINE-),GARO -VANISHING LINE-,牙狼〈GARO〉-VANISHING LINE-,
1126,Figure 17: Tsubasa & Hikaru,,フィギュア17 つばさ&ヒカル,Figure 17 - Tsubasa and Hikaru
376,Elfen Lied Special (Elfen Lied: In the Passing Rain),Elfen Lied: In the Passing Rain,エルフェンリート 特別編,Elfen Lied OVA
893,Dragon Ball Movie 4: Saikyou e no Michi,Dragon Ball Movie 4: The Path to Power,ドラゴンボール 最強への道,Dragon Ball 10th Anniversary Movie
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,Doraemon the Movie: Nobita and the Birth of Japan,映画 ドラえもん のび太の日本誕生,Doraemon: Nobita at the Birth of Japan
2655,Doraemon Movie 23: Nobita to Robot Kingdom,Doraemon the Movie: Nobita in the Robot Kingdom,映画 ドラえもん のび太とロボット王国[キングダム],"Doraemon: Nobita & Robot Kingdom, Doraemon: Nobita's Robot Kingdom"
6198,Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki's Case Files,,名探偵コナン 女子高生探偵　鈴木園子の事件簿,"Meitantei Conan: Joshi Kousein Tantei Suzuki Sonoko no Jikenbo, High School Girl Detective Sonoko Suzuki's Case Files"
2748,Dash! Kappei,,ダッシュ勝平,Dashing Kappei
2036,Cosmic Baton Girl Comet-san☆,,Cosmic Baton Girl コメットさん☆,Princess Comet
6149,Chibi Maruko-chan (1995) (Little Miss Maruko),Little Miss Maruko,ちびまる子ちゃん,Maruko-chan
3087,Cencoroll,,センコロール,Cencoroll
15711,Bakuman.: Deraman.,,バクマン。 スペシャル「デラマン。」,
24727,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,Baka and Test - Summon the Beasts: Magical Hideyoshi Hideyoshi,バカとテストと召喚獣にっ！ 『魔法秀吉ひでよし』,Hideyoshi Hideyoshi Magic Special
17901,All Alone With You,,All Alone With You,
883,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,Yu Yu Hakusho the Movie: Poltergeist Report,幽☆遊☆白書 冥界死闘篇 炎の絆,"Yuu Yuu Hakusho Movie 2, YuYu Hakusho"
3457,Vampire Knight,Vampire Knight,ヴァンパイア騎士〈ナイト〉,Vampire Kishi
3036,Tobe! Isami (Soar High! Isami),Soar High! Isami,飛べ！イサミ,Fly! Isami
36186,The iDOLM@STER Prologue SideM: Episode of Jupiter,The iDOLM@STER Side M: Episode of Jupiter,THE IDOLM@STER Prologue SideM Episode of Jupiter,
13073,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,,テニスの王子様 OVA ANOTHER STORYⅡ～アノトキノボクラ,Tennis no Ouji-sama OVA Another Story II: Ano Toki no Bokura OVA Bonus
173,Tactics,,タクティクス,
1965,Sola,,sola,Sky
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,Pretty Cure All Stars DX2: Light of Hope - Protect the Rainbow Jewel!,映画 プリキュアオールスターズDX2 希望の光☆レインボージュエルを守れ!,Eiga Precure All Stars DX2: Kibou no Hikari - Rainbow Jewel wo Mamore!
1823,Shin Hakkenden,,神八剣伝,
